CoC_Number,Year,B01003_001E,B17001_002E,B25002_001E,B25002_003E,B25003_003E,B25003_001E,B25106_001E,B23025_003E,B23025_005E,B25064_001E,B19013_001E,Unemployment_Rate,Vacancy_Rate,Renter_Household_Rate,Cost_Burdened_Rate,Poverty_Rate,Overall Homeless,Overall Homeless Individuals,Overall Homeless People in Families,Unsheltered Homeless,Sheltered Total Homeless,...1,"Total Year-Round Beds (ES, TH, SH)",Total Year-Round Beds (ES),Total Year-Round Beds (TH),Total Year-Round Beds (SH),"Total Beds for Households with Children (ES, TH, SH)","Total Beds for Households without Children (ES, TH, SH)",Total Beds for Households with Children (ES),Total Beds for Households without Children (ES),Total Beds for Households with Children (TH),Total Beds for Households without Children (TH),Total Beds for Households with Children (SH),Total Beds for Households without Children (SH),Total Year-Round Beds (RRH),Total Beds for Households with Children (RRH),Total Beds for Households without Children (RRH),Total Year-Round PSH Beds,Total Beds for Households with Children (PSH),Total Beds for Households without Children (PSH)
PA-512,2016,417393,43838,171029,12432,41732,158597,19928,220341,13764,75622,4924581,6.246681280379049,7.268942693929099,26.313234172147016,47.752324355410714,10.502811498994951,365,164,201,71,294,3081,374,196,178,0,187,187,88,108,99,79,0,0,81,70,11,233,51,182
PA-512,2017,424865,43729,176463,12947,42799,163516,20426,225067,12112,81392,5224285,5.381508617433919,7.336948822132686,26.17419702047506,47.72541414519031,10.292445835736057,288,134,154,45,243,2678,400,161,239,0,203,197,83,78,120,119,0,0,24,17,7,224,61,163
PA-512,2018,430234,42925,178268,11983,43009,166285,20484,226742,11412,83129,5385809,5.033033138986161,6.721901855633091,25.864630002706196,47.62724081006301,9.977128725298327,324,167,157,33,291,2279,388,215,173,0,210,167,107,97,103,70,0,0,133,125,8,218,42,176
PA-512,2019,434490,41333,180034,11595,43090,168439,19817,229193,10021,86454,5686434,4.372297583259523,6.440450137196308,25.581961422235942,45.98978881411,9.512992243780063,321,177,144,32,289,1881,379,220,159,0,196,183,96,124,100,59,0,0,168,136,32,215,42,173
PA-512,2020,384099,34978,159204,9292,39850,149912,17955,203394,10142,94792,6202313,4.986381112520526,5.836536770432903,26.58226159346817,45.056461731493094,9.10650639548658,370,200,170,58,312,1483,370,267,103,0,194,176,114,153,80,23,0,0,193,162,31,244,63,181
PA-512,2021,391169,36282,161746,9115,40959,152631,18665,206721,10006,99755,6547093,4.840340362130601,5.635378927454156,26.835308685653636,45.56996020410654,9.27527488118946,237,101,136,18,219,1091,319,221,98,0,178,141,90,131,88,10,0,0,294,214,80,234,54,180
PA-512,2022,372132,33399,154131,8273,38658,145858,17488,196898,9266,98105,6702224,4.705989903401761,5.367512051436765,26.50385991855092,45.23772569713901,8.975041114443263,358,174,184,97,261,702,334,262,72,0,191,143,123,139,68,4,0,0,312,261,51,257,64,193
PA-512,2023,372132,33399,154131,8273,38658,145858,17488,196898,9266,98105,6702224,4.705989903401761,5.367512051436765,26.50385991855092,45.23772569713901,8.975041114443263,332,225,107,69,263,314,340,276,64,0,138,202,78,198,60,4,0,0,235,202,33,274,64,210
PA-600,2007,1169668,143809,568796,66279,169884,502517,76243,616706,44968,268062,17706982,7.291643019526322,11.652508104838994,33.806617487567586,44.87944715217442,12.294856318203113,1380,901,479,248,1132,6978,NA,364,841,NA,NA,NA,162,202,478,363,NA,NA,NA,NA,NA,609,466,143
PA-600,2008,1169668,143809,568796,66279,169884,502517,76243,616706,44968,268062,17706982,7.291643019526322,11.652508104838994,33.806617487567586,44.87944715217442,12.294856318203113,1308,837,471,220,1088,6517,NA,386,1045,NA,NA,NA,184,202,645,400,NA,NA,NA,NA,NA,660,499,161
PA-600,2009,1169668,143809,568796,66279,169884,502517,76243,616706,44968,268062,17706982,7.291643019526322,11.652508104838994,33.806617487567586,44.87944715217442,12.294856318203113,1418,907,511,282,1136,6068,NA,393,944,NA,NA,NA,174,219,584,360,NA,NA,NA,NA,NA,838,584,254
PA-600,2010,1169668,143809,568796,66279,169884,502517,76243,616706,44968,268062,17706982,7.291643019526322,11.652508104838994,33.806617487567586,44.87944715217442,12.294856318203113,1265,722,543,119,1146,5622,NA,387,915,NA,NA,NA,172,215,552,363,NA,NA,NA,NA,NA,916,608,308
PA-600,2011,1165738,144697,566812,65634,172261,501178,77166,614567,44814,276016,18162132,7.291963284719161,11.579500786857018,34.371221402376,44.79597819587718,12.412480334346139,1423,871,552,57,1366,5178,NA,478,968,NA,NA,NA,190,288,556,412,NA,NA,NA,NA,NA,1238,782,456
PA-600,2012,1161682,147772,564041,63819,175509,500222,77354,616893,46719,280013,18297859,7.573274457645004,11.314603016447386,35.0862217175574,44.07409306645243,12.720520762136282,1376,816,560,56,1320,4747,NA,413,996,NA,NA,NA,130,283,548,448,NA,NA,NA,NA,NA,1489,1013,476
PA-600,2013,1158524,150650,561635,61764,177862,499871,78163,617995,49722,290791,18516088,8.045696162590312,10.99717788243254,35.581580047652295,43.94586814496632,13.00361494453287,1492,827,665,91,1401,4325,NA,433,1021,NA,NA,NA,153,277,591,430,NA,NA,0,0,0,1818,1193,625
PA-600,2014,1163801,152089,563630,60777,180331,502853,79457,623015,47880,295731,18844541,7.685208221310884,10.783137874137289,35.86157385955737,44.061753109559646,13.06829947731614,1573,995,578,108,1465,3904,1541,443,1023,75,653,888,178,265,475,548,0,75,117,36,81,1898,1234,664
PA-600,2015,1176174,153832,569987,59533,184428,510454,80596,631529,44830,308551,19578163,7.098644717819767,10.444624175639094,36.13018998773641,43.70052269720433,13.079017220241223,1424,919,505,38,1386,3491,1456,423,962,71,614,842,163,260,451,511,0,71,108,64,44,2136,1403,733
PA-600,2016,1185703,149831,572724,58245,185855,514479,79872,638671,40914,315609,20351103,6.406115198592076,10.16982001801915,36.12489528241192,42.97543784132792,12.636469672422182,1156,755,401,48,1108,3082,1253,444,752,57,524,729,233,211,291,461,0,57,232,165,67,2005,1312,693
PA-600,2017,1190366,146243,580247,59130,185893,521117,79895,642585,38072,333105,21242949,5.924819284608262,10.190487843969896,35.67202758689507,42.97902556847218,12.285549150429363,1145,756,389,53,1092,2679,1092,521,531,40,536,556,315,206,221,310,0,40,442,335,107,2181,1376,805
PA-600,2018,1167934,141635,577425,59853,186376,517572,79336,631679,33539,337006,21814156,5.30950055328735,10.365502013248474,36.00967594846708,42.56771258101901,12.12696950341372,783,509,274,56,727,2280,701,509,186,6,320,381,286,223,34,152,0,6,710,498,212,2334,1419,915
PA-600,2019,1162522,134225,576523,57666,188714,518857,78526,630016,30531,347876,22703458,4.84606740146282,10.002376314561605,36.37110032243952,41.61111523257416,11.546018053851883,774,536,238,48,726,1882,663,487,169,7,293,370,263,224,30,139,0,7,691,421,270,2376,1378,998
PA-600,2020,1131889,129271,567984,54329,188468,513655,78020,616411,30588,338292,22495994,4.962273548006119,9.565234231950196,36.69155366929164,41.39694802300656,11.420819532657355,887,619,268,163,724,1484,690,523,159,8,327,363,300,223,27,132,0,8,854,528,326,2315,1344,971
PA-600,2021,1157472,130729,567275,53832,185458,513443,77226,630222,33014,362227,24024112,5.238471522733259,9.489577365475299,36.12046517334933,41.64069492823173,11.294355284620277,692,493,199,65,627,1092,730,556,169,5,307,423,291,265,16,153,0,5,722,388,334,2154,1108,1046
PA-600,2022,1148372,129508,565386,55559,185708,509827,77768,624446,31704,393110,26179551,5.077140377230377,9.826737839281483,36.42568949859462,41.876494281344904,11.277530277645223,880,616,264,105,775,703,812,639,161,12,331,481,317,322,14,147,0,12,885,526,359,2144,1108,1036
PA-600,2023,1148372,129508,565386,55559,185708,509827,77768,624446,31704,393110,26179551,5.077140377230377,9.826737839281483,36.42568949859462,41.876494281344904,11.277530277645223,1026,786,240,155,871,315,985,813,160,12,316,669,302,511,14,146,0,12,879,515,364,1985,971,1014
PA-601,2007,1727771,214109,810615,113924,169473,696691,69146,835816,63867,271367,20304387,7.6412751131828065,14.054020712668777,24.325418298786694,40.80059950552595,12.392209384229739,911,459,452,67,844,6979,NA,326,391,NA,NA,NA,141,185,244,147,NA,NA,NA,NA,NA,209,111,98
PA-601,2008,1727771,214109,810615,113924,169473,696691,69146,835816,63867,271367,20304387,7.6412751131828065,14.054020712668777,24.325418298786694,40.80059950552595,12.392209384229739,862,434,428,67,795,6518,NA,302,387,NA,NA,NA,135,167,254,133,NA,NA,NA,NA,NA,224,120,104
PA-601,2009,1727771,214109,810615,113924,169473,696691,69146,835816,63867,271367,20304387,7.6412751131828065,14.054020712668777,24.325418298786694,40.80059950552595,12.392209384229739,831,427,404,20,811,6069,NA,317,393,NA,NA,NA,162,155,250,143,NA,NA,NA,NA,NA,240,110,130
PA-601,2010,1727771,214109,810615,113924,169473,696691,69146,835816,63867,271367,20304387,7.6412751131828065,14.054020712668777,24.325418298786694,40.80059950552595,12.392209384229739,910,443,467,20,890,5623,NA,303,398,NA,NA,NA,142,161,246,152,NA,NA,NA,NA,NA,365,182,183
PA-601,2011,1721815,216184,809289,114560,170370,694729,70231,834357,63811,279755,20842599,7.647925288575514,14.155635378708967,24.52323136071763,41.22263309268064,12.555588143906284,991,519,472,66,925,5179,NA,341,369,NA,NA,NA,171,170,243,126,NA,NA,NA,NA,NA,391,158,233
PA-601,2012,1718844,217221,810302,114559,173077,695743,71108,835259,65674,289365,21307730,7.862710847772966,14.137815283684354,24.87657080272457,41.08460396239823,12.637621564260632,1097,566,531,66,1031,4748,NA,362,397,NA,NA,NA,179,183,241,142,NA,NA,NA,NA,NA,444,195,249
PA-601,2013,1705900,218857,806997,115299,173526,691698,71005,828550,67214,292848,21297053,8.112244282179711,14.287413707857649,25.08695991603272,40.91894010119521,12.82941555777009,1170,654,516,110,1060,4326,NA,369,405,NA,NA,NA,171,198,252,146,NA,NA,0,0,0,527,252,275
PA-601,2014,1708487,218667,810982,118587,174001,692395,70188,828208,62020,299886,21798990,7.488457005969515,14.622642672710368,25.130308566641872,40.33769920862524,12.798868238388703,1101,600,501,56,1045,3905,813,356,410,47,412,394,142,214,270,133,0,47,61,24,37,542,227,315
PA-601,2015,1724569,217459,819521,121049,175039,698472,70455,835243,56795,310905,22589039,6.799817538129623,14.770701421928175,25.06027442760769,40.25102977050828,12.609469380465496,1002,567,435,65,937,3492,1335,668,614,53,657,671,263,405,394,213,0,53,196,87,109,1056,445,611
PA-601,2016,1715223,213594,819387,123557,173439,695830,68196,827953,52495,316996,23076400,6.340335743695596,15.079199450320788,24.92548467298047,39.31987615242247,12.452841408959651,986,571,415,69,917,3083,1253,677,535,41,599,647,276,401,323,205,0,41,408,190,218,1030,435,595
PA-601,2017,1693227,208933,823575,128549,173929,695026,67721,820475,48944,322375,23662608,5.965324964197569,15.608657377895153,25.02481921539626,38.93600262175945,12.339337844246518,837,531,306,63,774,2680,1187,732,417,38,534,653,316,416,218,199,0,38,368,223,145,1064,444,620
PA-601,2018,1683383,202142,824241,129408,173995,694833,67526,815972,44423,332213,24516157,5.444181908202732,15.700262423247569,25.041268909219916,38.80916118279261,12.00808134571871,748,471,277,38,710,2281,1048,688,345,15,439,609,266,422,173,172,0,15,480,260,220,1231,499,732
PA-601,2019,1671276,197214,826287,129476,174994,696811,67926,810400,42131,342710,25420562,5.198790720631787,15.669616005092662,25.11355302944414,38.81618798358801,11.800205352078292,727,464,263,34,693,1883,1056,762,294,0,444,598,324,438,120,160,0,0,525,308,217,1217,573,644
PA-601,2020,1597129,184851,800029,123116,172062,676913,65191,776451,44754,351289,26444870,5.763918135207502,15.388942150847033,25.418628390945365,37.888086852413664,11.573955516429793,754,494,260,61,693,1485,1054,772,282,0,479,575,334,438,145,137,0,0,715,458,257,1320,676,644
PA-601,2021,1572426,182299,762056,113916,162926,648140,61949,761511,44524,360515,27244546,5.846796697618288,14.948507721217338,25.137470299626624,38.022783349496095,11.593486752317757,603,328,249,26,577,1093,915,649,266,0,411,504,291,358,120,146,0,0,734,441,293,1315,655,660
PA-601,2022,1564084,178684,759706,107698,162088,652008,61323,759315,43424,386958,29355957,5.718838690135188,14.176273453151614,24.85981767094882,37.83315236168007,11.424194608473712,735,435,300,0,735,704,1009,739,270,0,441,568,322,417,119,151,0,0,981,612,369,1252,595,657
PA-601,2023,1564084,178684,759706,107698,162088,652008,61323,759315,43424,386958,29355957,5.718838690135188,14.176273453151614,24.85981767094882,37.83315236168007,11.424194608473712,730,484,246,49,681,316,1073,763,310,0,461,612,329,434,132,178,0,0,579,296,283,1228,576,652
PA-603,2007,166794,18633,76448,7972,17283,68476,6759,83733,5376,31554,2221537,6.420407724553044,10.428003348681457,25.23949997079269,39.10779378580108,11.171265153422786,213,189,24,82,131,6981,NA,31,97,NA,NA,NA,19,12,16,81,NA,NA,NA,NA,NA,102,42,60
PA-603,2008,166794,18633,76448,7972,17283,68476,6759,83733,5376,31554,2221537,6.420407724553044,10.428003348681457,25.23949997079269,39.10779378580108,11.171265153422786,213,189,24,82,131,6520,NA,37,99,NA,NA,NA,25,12,16,83,NA,NA,NA,NA,NA,104,42,62
PA-603,2009,166794,18633,76448,7972,17283,68476,6759,83733,5376,31554,2221537,6.420407724553044,10.428003348681457,25.23949997079269,39.10779378580108,11.171265153422786,220,133,87,18,202,6071,NA,42,102,NA,NA,NA,30,12,17,85,NA,NA,NA,NA,NA,113,58,55
PA-603,2010,166794,18633,76448,7972,17283,68476,6759,83733,5376,31554,2221537,6.420407724553044,10.428003348681457,25.23949997079269,39.10779378580108,11.171265153422786,134,70,64,12,122,5625,NA,43,87,NA,NA,NA,31,12,29,58,NA,NA,NA,NA,NA,128,39,89
PA-603,2011,168260,19463,77155,8015,17940,69140,7376,84686,5437,32555,2330946,6.42018751623645,10.388179638390254,25.947353196413076,41.11482720178372,11.567217401640319,119,65,54,7,112,5181,NA,43,87,NA,NA,NA,31,12,29,58,NA,NA,NA,NA,NA,129,42,87
PA-603,2012,167750,20648,77144,7539,18562,69605,7837,84430,6100,33198,2350604,7.224920052114177,9.772632998029659,26.66762445226636,42.22066587652193,12.308792846497765,110,65,45,5,105,4750,NA,43,87,NA,NA,NA,31,12,29,58,NA,NA,NA,NA,NA,141,48,93
PA-603,2013,167464,20237,77045,7326,18849,69719,7899,84317,6476,33271,2403467,7.680538918604789,9.50872866506587,27.035671768097647,41.90673245265001,12.084388286437681,90,49,41,3,87,4328,NA,58,70,NA,NA,NA,47,11,19,51,NA,NA,0,0,0,149,57,92
PA-603,2014,164190,20059,76011,7956,19091,68055,7798,82573,5962,32999,2369865,7.220277814782072,10.466906105695228,28.05231063110719,40.846472159656386,12.216943784639748,95,44,51,2,93,3907,127,72,55,0,69,58,49,23,20,35,0,0,0,0,0,123,52,71
PA-603,2015,166743,19797,77101,8213,18945,68888,7879,84905,5764,33756,2442600,6.788763912608209,10.65226131956784,27.501161305307164,41.58880971232515,11.872762274878106,120,48,72,7,113,3493,130,70,60,0,69,61,39,31,30,30,0,0,0,0,0,108,41,67
PA-603,2016,166152,17944,77067,8383,18706,68684,7382,85405,5242,34532,2536660,6.137813945319361,10.877548107490885,27.234872750567817,39.46327381588795,10.799749626847706,131,58,73,6,125,3084,144,84,60,0,84,60,53,31,31,29,0,0,0,0,0,170,103,67
PA-603,2017,165129,17773,77900,8766,18739,69134,7290,84830,4827,34719,2627706,5.690203937286338,11.252888318356868,27.105331674718663,38.90282298948717,10.763100363957875,98,34,64,10,88,2681,134,98,36,0,87,47,65,33,22,14,0,0,0,0,0,153,97,56
PA-603,2018,160876,17752,76764,8441,18872,68323,7223,81937,4199,35062,2597099,5.124668952976067,10.996039810327758,27.621737921344202,38.27363289529462,11.034585643601282,117,67,50,6,111,2282,139,101,38,0,90,49,67,34,23,15,0,0,18,10,8,153,97,56
PA-603,2019,162889,17823,78237,8290,19110,69947,7435,83382,4110,36410,2788038,4.929121393106426,10.596009560693789,27.32068566200123,38.906331763474626,10.94180699740314,123,52,71,6,117,1884,152,113,39,0,102,50,79,34,23,16,0,0,7,0,7,150,100,50
PA-603,2020,153102,15462,74388,7268,18959,67120,7285,77317,4109,38813,2861750,5.314484524748762,9.770393074151745,28.246424314660313,38.425022416794135,10.099149586550144,101,33,68,9,92,1486,137,98,39,0,110,27,87,11,23,16,0,0,54,35,19,152,101,51
PA-603,2021,155729,16874,73583,7040,18753,66543,7306,78263,4549,39899,2955226,5.812452883227068,9.56742725901363,28.18177719669988,38.95909987735296,10.83548985738045,138,45,93,2,136,1094,177,138,39,0,125,52,102,36,23,16,0,0,156,90,66,152,116,36
PA-603,2022,161521,16857,76584,7033,18918,69551,7367,81857,4653,46014,3379368,5.68430311396704,9.183380340541106,27.200184037612686,38.941748599217675,10.43641384092471,103,30,73,6,97,705,103,74,29,0,75,28,59,15,16,13,0,0,119,79,40,152,105,47
PA-603,2023,161521,16857,76584,7033,18918,69551,7367,81857,4653,46014,3379368,5.68430311396704,9.183380340541106,27.200184037612686,38.941748599217675,10.43641384092471,70,19,51,1,69,317,85,73,12,0,59,26,59,14,0,12,0,0,128,101,27,152,105,47
PA-605,2007,277058,41493,118652,10413,33351,108239,15543,138916,11591,45364,3047147,8.343891272423622,8.776084684623942,30.812368924324872,46.60429972114779,14.976286553717994,393,221,172,76,317,6982,NA,214,177,NA,NA,NA,91,123,125,52,NA,NA,NA,NA,NA,237,43,194
PA-605,2008,277058,41493,118652,10413,33351,108239,15543,138916,11591,45364,3047147,8.343891272423622,8.776084684623942,30.812368924324872,46.60429972114779,14.976286553717994,379,201,178,41,338,6521,NA,214,177,NA,NA,NA,91,123,133,44,NA,NA,NA,NA,NA,228,43,185
PA-605,2009,277058,41493,118652,10413,33351,108239,15543,138916,11591,45364,3047147,8.343891272423622,8.776084684623942,30.812368924324872,46.60429972114779,14.976286553717994,389,176,213,39,350,6072,NA,214,179,NA,NA,NA,91,123,112,67,NA,NA,NA,NA,NA,239,59,180
PA-605,2010,277058,41493,118652,10413,33351,108239,15543,138916,11591,45364,3047147,8.343891272423622,8.776084684623942,30.812368924324872,46.60429972114779,14.976286553717994,296,215,81,17,279,5626,NA,231,174,NA,NA,NA,91,140,112,62,NA,NA,NA,NA,NA,293,65,228
